name,mainLink,categories,tags,location_address,contact_phone,description,demoLink,logo,pricingModel,lowestPrice,images,coupon_code,coupon_offer,contact_name,contact_email,video,location_latitude,location_longitude,socialMedia_x,socialMedia_facebook,socialMedia_instagram,socialMedia_linkedin,socialMedia_youtube,socialMedia_github
VG Plastic Surgery,http://en.vgprs.com/,"Eye Bag Removal, Facelift, Facial Contouring, Facial Fat Grafting, Facial Fat Implants, Facial Feminization Surgery, Facial Implants, Facial Liposuction, Mini Facelift, Mini Liposuction, Mint Thread Lift, Mommy Makeover, Plastic Surgery Clinics Korea, Ptosis Correction, Revision Blepharoplasty, Revision Rhinoplasty, Revision Surgery Clinics, SMAS Facelift, Skin Lightening Treatment",ENGLISH SPEAKING,"4F 406 Gangnamdaero, Gangnam, Seoul, South Korea",02 596 9006,"Cost of Kojic Acid Therapy in Korea: Price Guide & Best Clinics in Seoul How Much Does Kojic Acid Therapy Cost in Korea? Kojic acid therapy is a widely sought-after skin-brightening treatment that helps reduce hyperpigmentation, melasma, dark spots, and uneven skin tone. Derived from natural sources like fer...",https://koreahealthpages.com/korea/vg-plastic-surgery-5ec33d776b94d.html,,,,,,,,,,,,,,,,,
WidWin Deramtology Clinic,http://en.widwinskin.com/,"Thermage Treatment, Ultherapy & Thermage",N/A,"51, Apgujeongro 30-gil, Gangnam, Seoul, South Korea",02 547 6600,"Cost of Kojic Acid Therapy in Korea: Price Guide & Best Clinics in Seoul How Much Does Kojic Acid Therapy Cost in Korea? Kojic acid therapy is a widely sought-after skin-brightening treatment that helps reduce hyperpigmentation, melasma, dark spots, and uneven skin tone. Derived from natural sources like fer...",https://koreahealthpages.com/korea/widwin-deramtology-clinic.html,,,,,,,,,,,,,,,,,
Perfect Dental Clinic,http://eng-bsdc.com/,"Cosmetic dentistry Seoul, Dental Clinics, Dental Implants, Dental bridge Seoul, Dental crown Seoul, Dental crowns Seoul, Dental hygienist Seoul, Dental tourism Seoul, Emergency dentist Seoul, Endodontists, Oral Pathologists, Periodontists, Prosthodontists, Teeth reshaping(dental contouring), Temporomandibular disorders, Tooth preservation treatment, Underbite, Upper jaw protrusion surgery, Whitestrip Seoul / Korea, Wisdom Teeth Extraction",ENGLISH SPEAKING,"337 Teheranro, Gangnam-gu, Yeoksam, Gangnam, Seoul",02 544 7728,We offer a full range of general & cosmetic dental treatments.,https://expathealthseoul.com/listing/perfect-dental-clinic.html,,,,,,,,,,,,,,,,,
365 MC,http://eng.365mc.co.kr/main/index,"Liposuction & Liposculpture, 지방분해주사, 지방추출주사, 지팻주사",N/A,"126 Seochojungang-ro, Seocho-dong, Seocho-gu, Seoul, South Korea",1577-3653,We pride ourselves on having well-trained surgeons who have great skills to perform successful liposuctions on different areas of the body with precision.,https://koreahealthpages.com/korea/365-mc.html,,,,,,,,,,,,,,,,,
Barunsesang Hospital,http://eng.barunsesang.co.kr/,"Joint Specialists, Neck Pain Treatment, Orthopedic Clinics & Hospitals, Spine Specialists",N/A,"5, Yatap-ro 75beon-gil, Bundang-gu, Seongnam-si, Gyeonggi-do, Seongnam-si, South Korea",010 2783 6676,Barunsesang Hospital in Bundang has been a trusted provider of orthopedic care in metro Seoul and Bundang area for more than 15 years. Our comprehensive spine and joint center provides advanced care for spine injuries and spinal conditions.,https://koreahealthpages.com/korea/barunsesang-hospital.html,,,,,,,,,,,,,,,,,
Caramel Plastic Surgery Clinic,http://eng.caramelps.com/,Plastic Surgery,N/A,"Seonghan Building, 557 Gangnam-daero, Seocho-gu, Seoul, 10F, Jamwon, Seocho, Seoul",02 543 6010,"CEO Kang Jong Hwa, who has experience for decades will conduct direct consultation, surgery and management.",https://expathealthseoul.com/listing/caramel-plastic-surgery-clinic.html,,,,,,,,,,,,,,,,,
Godoil Hospital,http://eng.godoil.com/,"Back Pain, Herniated Disc, Neuro & Spine Centers, Neurologists, Physiotherapists, Spine Specialists",ENGLISH SPEAKING,"505, Gangnam-daero, Seocho-gu, Seoul, South Korea",1577 8907,Godoil Hospital has 15 years of clinical experience in non-surgical spinal and joint treatments. Board certified neuro surgeons and orthopedics.,https://koreahealthpages.com/korea/godoil-hospital.html,,,,,,,,,,,,,,,,,
Good Line Plastic Surgery,http://eng.good-line.co.kr/,Plastic Surgery,N/A,"25, Apgujeong-ro 28-gil, 2F, Sinsa, Gangnam, Seoul",02 543 1830,Surgical treatment and non-surgical care for a wide variety of conditions.,https://expathealthseoul.com/listing/good-line-plastic-surgery.html,,,,,,,,,,,,,,,,,
Hallym University Hangang Sacred Heart Hospital,http://eng.hallym.or.kr/,2nd Tier General Hospitals,N/A,"12, Beodeunaru-ro 7-gil, Yeongdeungpo-gu, Seoul, Yeongdeungpo, Seoul",02-2639-5114,"Speciaized in burn injury treatments. It houses a burn ICU and 200 burn-related beds.12, Beodeunaru-ro 7-gil, Yeongdeungpo-gu, Seoul",https://expathealthseoul.com/listing/hallym-university-hangang-sacred-heart-hospital.html,,,,,,,,,,,,,,,,,
Hallym University Sacred Heart Hospital - Anyang,http://eng.hallym.or.kr/ptp201a.asp,"3rd Tier Hospitals with Professional Clinics, Cancer Treatment Hospitals & Oncologists, Emergency Rooms",N/A,"22, Gwanpyeong-ro 170beon-gil, Dongan-gu, Anyang-s",031-380-1500,"22, Gwanpyeong-ro 170beon-gil, Dongan-gu, Anyang-si, Gyeonggi-do",https://expathealthseoul.com/listing/hallym-university-sacred-heart-hospital--anyang.html,,,,,,,,,,,,,,,,,
Hallym Univ. Kangnam Sacred Heart Hospital,http://eng.hallym.or.kr/ptp201c.asp,"2nd Tier General Hospitals, Emergency Rooms",N/A,"1 Singil-ro, Daerim-dong, Yeongdeungpo-gu, Seoul, Yeongdeungpo, Seoul",02 829 5552,"1 Singil-ro, Daerim-dong, Yeongdeungpo-gu, Seoul",https://expathealthseoul.com/listing/hallym-univ-kangnam-sacred-heart-hospital.html,,,,,,,,,,,,,,,,,
KimChangSoo Varicose Vein Clinic International,http://eng.hazi.co.kr/,"Sclerotherapy Treatment, Varicose Vein Specialists",N/A,"4F, Sinchon-ro 67, Seodaemun-gu, Seodaemun-gu, Seoul, South Korea",02 702 7531,"kakao: haziclinic / 010-3883-2715. Weekdays : 09:00 ~ 18:30 (Fri : 09:00 ~ 21:00), Sat : 09:00 ~ 16:00 (Closed on every two weekend)",https://koreahealthpages.com/korea/kimchangsoo-varicose-vein-clinic-international.html,,,,,,,,,,,,,,,,,
Cheongshim International Medical Center,http://eng.hjmmc.or.kr/main/main.asp,Hospitals,N/A,"267-177 misari-ro, Seorak-myeon, Gapyeong-gun Gyeonggi-do",031 589 4641,"Cost of Love Band Surgery in Korea: Price Guide & Best Clinics in Seoul How Much Does Love Band Surgery Cost in Korea? Korea is a top destination for cosmetic enhancements, including Love Band surgery (also known as aegyo-sal surgery). This procedure creates a youthful and charming eye appearance by adding v...",https://koreahealthpages.com/korea/cheongshim-international-medical-center.html,,,,,,,,,,,,,,,,,
Central Varicose Vein Clinic,http://eng.koreavein.com/,Varicose Vein Specialists,N/A,"751-7, Yeoksam 1-dong, Gangnam-gu, Seoul, Gangnam, Seoul, South Korea",02 568 7189,Central Varicose Vein Clinic in Seoul has a comprehensive team of surgical specialists. We offer non invasive specialized varicose veins and spider veins treatments.,https://koreahealthpages.com/korea/central-varicose-vein-clinic.html,,,,,,,,,,,,,,,,,
Miraeyeon Fertility Clinic,http://eng.miraeyeon.com/,Fertility Clinics & IVF Specialists,N/A,"7-20 Jamsil 6(yuk)-dong, Songpa-gu, Seoul, Songpa-gu, Seoul, South Korea",02 6012 2220,Miraeyeon Fertility Clinic Seoul provides a range of affordable fertility and IVF treatment options.,https://koreahealthpages.com/korea/miraeyeon-fertility-clinic.html,,,,,,,,,,,,,,,,,
The Spa,http://eng.spagarden5.co.kr/,Spas,N/A,"10, Chungmin-ro, Songpa-gu, Songpa-gu, Seoul, South Korea",02 404 2700,"Cost of Kojic Acid Therapy in Korea: Price Guide & Best Clinics in Seoul How Much Does Kojic Acid Therapy Cost in Korea? Kojic acid therapy is a widely sought-after skin-brightening treatment that helps reduce hyperpigmentation, melasma, dark spots, and uneven skin tone. Derived from natural sources like fer...",https://koreahealthpages.com/korea/the-spa.html,,,,,,,,,,,,,,,,,
Sahmyook Medical Center,http://eng.symcs.co.kr/,Hospitals,N/A,"82 Mangu-ro, Dongdaemun-gu, Dongdaemun-gu, Seoul, South Korea",02 2244 0575,A century-old hospital networked with over 170 sister health care institutions worldwide.,https://koreahealthpages.com/korea/sahmyook-medical-center.html,,,,,,,,,,,,,,,,,
Sky Eye Clinic,http://english.bweye.co.kr/?ckattempt=1,"Eye Doctors, Ophthalmologists & Optometrists",N/A,"723-26 Banpo-dong, Seocho-gu, Seoul, Seocho-gu, Seoul, South Korea",02 573 9779,Laser vision correction center.,https://koreahealthpages.com/korea/sky-eye-clinic.html,,,,,,,,,,,,,,,,,
Friendoctor,http://english.friendoctor.com/,General Practitioners & Family Doctors,N/A,"36, Nambusunhwanro 350-gil, Seocho-gu, Yangjae, Seocho, Seoul",02 556 0365,N/A,https://expathealthseoul.com/listing/friendoctor.html,,,,,,,,,,,,,,,,,
Gangnam Sinsoe Women's Clinic - Walk-ins Welcome! English-speaking,http://expathealthseoul.com/sinsoe-womens-clinic.html,"Abortion Clinics, Blood Tests, Gynecologists & Obstetricians, HIFU Clinics for Uterine Fibroids, Hymenoplasty - Hymen Reconstruction, IUD Insertion Clinics Specialists, IV Vitamin Drip & Hydration Therapy Clinics, Labiaplasty, Menopause Care & Treatment, MonaLisa Touch Vaginal Laser Specialists, Pap Smear Test, STD Screening & Sexual Health, Urinary Tract Infection UTI, Vaginoplasty","Badge, ENGLISH SPEAKING, KAKAO BOOKING, WALK-IN CLINIC","537 Nonhyeon-ro, Gangnam-gu, Gangnam, Seoul, South Korea",010-9532-1246 (Monica),Sinsoe Women's Clinic is an all-female group that provides the best in gynecological care to women in Seoul. Call today.,https://koreahealthpages.com/korea/sinsoe-womens-clinic--walk-ins-welcome-english-speaking.html,,,,,,,,,,,,,,,,,
Faith Dental Clinic,http://faithdental.co.kr/,Dentists,ENGLISH SPEAKING,"1060-17 Namhyeon-dong, Gwanak-gu, Seoul, South Korea",02 585 1488,Faith Dental Clinic provides a range of services in the areas of general and restorative dentistry. Our doctor and staff are committed to making you feel comfortable and secure.,https://koreahealthpages.com/korea/faith-dental-clinic.html,,,,,,,,,,,,,,,,,
Fit Club,http://fitclubseoul.com/,Membership Gyms,N/A,"240 Noksapyeongdaero, Yongsan-gu, Seoul, #204, Seoul",02 - 797 - 7421,N/A,https://expathealthseoul.com/listing/fit-club.html,,,,,,,,,,,,,,,,,
Gachon University Gil Medical Center,http://foreigner.gilhospital.com/,"Diagnostic Imaging & Radiologists, General Surgeons, Heart Transplantation, Hospitals, Hospitals for Cancer, Lung Transplantation Surgery",N/A,"21, Namdong-daero 774 beon-gil, Namdong-gu,, Incheon, South Korea",032 460 3213,"Bariatric Clinic, Minimally Invasive Surgery, Cardio cerebro-vascular, Joints & Spine Clinic, Cervical Foraminotomy, Cancer Clinic, Neurosurgery Clinic, Infertility Clinic, Dental Hospita, medical health check up",https://koreahealthpages.com/korea/gachon-university-gil-medical-center-incheon.html,,,,,,,,,,,,,,,,,
CHA University Gangnam Medical Center,http://gangnam.chamc.co.kr/ic/service/02.html,Weight Loss Centers,N/A,"566 Nonhyeon-ro, Gangnam-gu, Seoul, Yeoksam, Gangnam, Seoul",02-3468-3000,N/A,https://expathealthseoul.com/listing/cha-university-gangnam-medical-center.html,,,,,,,,,,,,,,,,,
Shine Beam,http://gangnam.shinebeam.co.kr/,"Acne Treatment, Botox, Chemical Peel Treatment, Dermal Fillers, Facelift, Lip Augmentation & Lip Injections",N/A,"Segyeong Building, 10, Teheran-ro 1-gil, Gangnam-gu, Seoul, 2F, 4F, Yeoksam, Gangnam, Seoul",02-2088-1008,N/A,https://expathealthseoul.com/listing/shine-beam.html,,,,,,,,,,,,,,,,,
Germany Dental Clinic,http://germanydental.co.kr/event03/,"Cosmetic Porcelain Veneers, Dental Implants, Teeth Whitening",N/A,"24-31 Chungmuro 1-ga, Jung-gu, Jung-gu, Seoul, South Korea",02 757 8275,"Services include dental implants, bridges, dentures, root canals, and wisdom teeth extractions.",https://koreahealthpages.com/korea/germany-dental-clinic.html,,,,,,,,,,,,,,,,,
Ajou University Hospital,http://global.ajoumc.or.kr/Eng/Index.aspx,Hospitals,N/A,"164 Worldcup-ro, Yeongtong-gu,, Suwon, South Korea",031 219 4010,"Cost of Love Band Surgery in Korea: Price Guide & Best Clinics in Seoul How Much Does Love Band Surgery Cost in Korea? Korea is a top destination for cosmetic enhancements, including Love Band surgery (also known as aegyo-sal surgery). This procedure creates a youthful and charming eye appearance by adding v...",https://koreahealthpages.com/korea/ajou-university-hospital.html,,,,,,,,,,,,,,,,,
Gangnam The Slim Clinic,http://gntheslim.com/,"Liposuction & Liposculpture, Vasor Liposuction",N/A,"315 Sinbanporo, Seocho-gu, Seocho-gu, Seoul, South Korea",02 547 9877 / 010 9877 7777,"Gangnam The Slim Clinic offers liposuction in Korea, a popular plastic procedure in Seoul to remove unwanted fat.",https://koreahealthpages.com/korea/gangnam-the-slim-clinic.html,,,,,,,,,,,,,,,,,
Grace Women's Hospital,http://grace-hospital.com/,Fertility Clinics & IVF Treatment Centers,ENGLISH SPEAKING,"1334 Baekseok-dong, Ilsandong-gu, Goyang-si, Ilsan, Goyang, Gyeonggido",031 901 4000,Grace Women's Hospital is an all-inclusive fertility treatment center offering services from IVF to egg freezing.,https://expathealthseoul.com/listing/grace-womens-hospital.html,,,,,,,,,,,,,,,,,
Grace Onyoung Plastic Surgery,http://graceclinic.co.kr/en/,"Lower Blepharoplasty, Plastic Surgery",N/A,"623, Gangnam-daero, Seocho-gu, Seoul, 5th floor, Jamwon, Seocho, Seoul",82-2-555-8558,N/A,https://expathealthseoul.com/listing/grace-onyoung-plastic-surgery.html,,,,,,,,,,,,,,,,,
Good Shephard Hospital,http://gsfound.co.kr/,Joint Specialists,N/A,"2nd Fl., Seongji Heights, 507 Nonhyeon-ro, Gangnam-gu, Seoul, Gangnam, Seoul, South Korea",02 557 1004,"Cost of Love Band Surgery in Korea: Price Guide & Best Clinics in Seoul How Much Does Love Band Surgery Cost in Korea? Korea is a top destination for cosmetic enhancements, including Love Band surgery (also known as aegyo-sal surgery). This procedure creates a youthful and charming eye appearance by adding v...",https://koreahealthpages.com/korea/good-shephard-hospital.html,,,,,,,,,,,,,,,,,
Korea University Guro Hospital,http://guro.kumc.or.kr/language/ENG,Hospitals,N/A,"148 Gurodong-ro, Guro-gu,, Guro-gu, Seoul, South Korea",02 2626 2110,"Cost of Corage Lifting in Korea: Price Guide & Best Clinics in Seoul How Much Does Corage Lifting Cost in Korea? Corage lifting, an innovative non-surgical facial rejuvenation procedure utilizing advanced collagen-stimulating technology, is increasingly popular in Korea. Renowned for achieving noticeable ski...",https://koreahealthpages.com/korea/korea-university-guro-hospital.html,,,,,,,,,,,,,,,,,
Korea University Guro Hospital,http://guro.kumc.or.kr/language/ENG/main/index.do,"3rd Tier Hospitals with Professional Clinics, Emergency Rooms",N/A,"148 Gurodong-ro, Guro-dong, Guro-gu, Seoul",02 2626 1688,N/A,https://expathealthseoul.com/listing/korea-university-guro-hospital.html,,,,,,,,,,,,,,,,,
Sungae Hospital,http://h.sungae.co.kr/eng/index.do,2nd Tier General Hospitals,N/A,"22, Yoidaebangro 53, Yeongdungpo-gu, Seoul, Yeouido, Yeongdeungpo, Seoul",02 840 7104,N/A,https://expathealthseoul.com/listing/sungae-hospital.html,,,,,,,,,,,,,,,,,
Hair & Joy,http://hairandjoy.com/,"Balayage, Beauty hair salon, Best hair studio, Childrens haircuts, Curly hair salon, English speaking hair salon, Foreigner friendly hair salon, Hair Extensions, Hair Stylists & Hair Salons, Hair color price, Hair color salon, Hair dyeing, Hair hydration treatment, Hair perm, Hair salon price, Hair salon prices, Hair styling",N/A,"168-3 Donggyo-dong, Mapo-gu, Mapo-gu, Seoul, South Korea",02 363 4253,"Hair & Joy offers you a wide selection of quality services in our hair salon in Seoul. Hair extensions, hair coloring, hair cut and more.",https://koreahealthpages.com/korea/hair-joy-5fff63b5a0698.html,,,,,,,,,,,,,,,,,
Hamchoon Women's Clinic,http://hamchoon.com/,Fertility Clinics & IVF Specialists,N/A,"10, Seochojungangro 8gil, Seocho-gu, Seocho-gu, Seoul, South Korea",02 1661 9722,High success rate and competitive prices. Hamchoon Women's Clinic provides infertility treatment in a convenient location with highly skilled physicians and staff.,https://koreahealthpages.com/korea/hamchoon-womens-clinic.html,,,,,,,,,,,,,,,,,
Haru Clinic,http://haruclinic.co.kr/en/,"Double Chin Removal Treatment, Facelift, Lip Augmentation & Lip Injections",ENGLISH SPEAKING,"First Avenue, 104 Dosan-daero, Gangnam-gu, 7th floor, Nonhyeon, Gangnam, Seoul",02 511 2213,N/A,https://expathealthseoul.com/listing/haru-clinic.html,,,,,,,,,,,,,,,,,
Seoul Zenith Dental Clinic,http://hdzenith.com/,Dentists,N/A,"162 Yanghwa-ro, Mapo-gu, Seoul, Mapo-gu, Seoul, South Korea",02 335 2825,Seoul National University graduate dentists. Board certified oral surgeon.,https://koreahealthpages.com/korea/seoul-zenith-dental-clinic.html,,,,,,,,,,,,,,,,,
Yonsei Gunwoo Hospital,http://healthyfriend.co.kr/,"General Surgeons, Hospitals, Podiatrists",N/A,"1814 Namnusunhwanro, Gwanak-gu, Seoul, Gwanak-gu, Seoul, South Korea",1644 4630,A team of doctors at Yonsei Gunwoo Hospital are experts at treating common foot and ankle injuries. We provide comprehensive podiatric services.,https://koreahealthpages.com/korea/yonsei-gunwoo-hospital.html,,,,,,,,,,,,,,,,,
2060 OSkin Cosmetic Surgery and Dermatology,http://hive52.kanajino9294.gethompy.com/eng.php,"Anti Aging & Aesthetic Clinics, Botox, Dermal Fillers, Medi Spa & Laser Skin Clinics, Plastic Surgery, Ultherapy & Thermage",N/A,"13 Teheran-ro 87-gil,, 7th floor, Samseong, Gangnam, Seoul",02 555 2324,"2060 Oskin Plastic Surgery & Dermatology, located in Samsung station, is a clinic where one plastic surgeon and one dermatologist collaborate to treat plastic skin diseases, skin care, and aesthetic surgery at the same time.",https://expathealthseoul.com/listing/2060-oskin-cosmetic-surgery-and-dermatology.html,,,,,,,,,,,,,,,,,
